pid,original_code,watermarked_code,perturbed_code_static,executable_static
27,"    return string.swapcase()
","def flip_case(original_data: str) -> str:
    outcome_list = [] # an outcome list
    for individual_unit in original_data: # iterate over original_data
        if individual_unit.islower():
            adjusted_unit = individual_unit.upper()
        elif individual_unit.isupper():
            adjusted_unit = individual_unit.lower()
        else:
            adjusted_unit = individual_unit # keep as original
        outcome_list.append(adjusted_unit)
    outcome_data = """".join(outcome_list) # join the individual units to produce outcome_data
    return outcome_data","def flip_case(original_data: str) -> str:
    outcome_list = [] # an outcome list
    for individual_unit in original_data: # iterate over original_data
        if individual_unit.islower():
            adjusted_unit = individual_unit.upper()
        elif individual_unit.isupper():
            adjusted_unit = individual_unit.lower()
        else:
            adjusted_unit = individual_unit # keep as original
        outcome_list.append(adjusted_unit)
    outcome_data = """".join(outcome_list) # join the individual units to produce outcome_data
    return outcome_data",True
57,"    if l == sorted(l) or l == sorted(l, reverse=True):
        return True
    return False
","def monotonic(l: list):
    # An empty list or a list with one element is always monotonic.
    if len(l) <= 1:
        return True

    is_up_ok = True
    is_down_ok = True

    # Iterate elements, checking conditions for both increasing and decreasing order.
    # An iteration up to the penultimate element is sufficient.
    for idx in range(len(l) - 1):
        one_element = l[idx]
        upcoming_element = l[idx + 1]

        # If current element is larger, it cannot be an increasing sequence.
        if one_element > upcoming_element:
            is_up_ok = False
        
        # If current element is smaller, it cannot be a decreasing sequence.
        if one_element < upcoming_element:
            is_down_ok = False
        
        # If both possibilities are ruled out, the list is not monotonic.
        if not is_up_ok and not is_down_ok:
            return False

    # A list is monotonic if it is either entirely non-decreasing or entirely non-increasing.
    return is_up_ok or is_down_ok","def monotonic(l: list):
    # An empty list or a list with one element is always monotonic.
    if len(l) <= 1:
        return True

    is_up_ok = True
    is_down_ok = True

    # Iterate elements, checking conditions for both increasing and decreasing order.
    # An iteration up to the penultimate element is sufficient.
    for idx in range(len(l) - 1):
        one_element = l[idx]
        upcoming_element = l[idx + 1]

        # If current element is larger, it cannot be an increasing sequence.
        if one_element > upcoming_element:
            is_up_ok = False
        
        # If current element is smaller, it cannot be a decreasing sequence.
        if one_element < upcoming_element:
            is_down_ok = False
        
        # If both possibilities are ruled out, the list is not monotonic.
        if not is_up_ok and not is_down_ok:
            return False

    # A list is monotonic if it is either entirely non-decreasing or entirely non-increasing.
    return is_up_ok or is_down_ok",True
161,"    flg = 0
    idx = 0
    new_str = list(s)
    for i in s:
        if i.isalpha():
            new_str[idx] = i.swapcase()
            flg = 1
        idx += 1
    s = """"
    for i in new_str:
        s += i
    if flg == 0:
        return s[len(s)::-1]
    return s
","def solve(s):
    a_letter_is_present = False
    for a_given_datum in s:
        if a_given_datum.isalpha():
            a_letter_is_present = True
            break  # Exit early if a letter is present

    if not a_letter_is_present:
        # If a letter is absent, do invert.
        return s[::-1]
    
    an_output_list = []
    for a_given_datum in s:
        if a_given_datum.isalpha():
            # Up or down letter.
            if a_given_datum.islower():
                an_output_list.append(a_given_datum.upper())
            else:
                an_output_list.append(a_given_datum.lower())
        else:
            # Keep data as it is.
            an_output_list.append(a_given_datum)
            
    # Join output data.
    a_processed_output_data = """".join(an_output_list)
    return a_processed_output_data","def solve(s):
    a_letter_is_present = False
    for a_given_datum in s:
        if a_given_datum.isalpha():
            a_letter_is_present = True
            break  # Exit early if a letter is present

    if not a_letter_is_present:
        # If a letter is absent, do invert.
        return s[::-1]
    
    sternness_subordinating_maidenhair = []
    for a_given_datum in s:
        if a_given_datum.isalpha():
            # Up or down letter.
            if a_given_datum.islower():
                cricket_Blastomyces_eavesdropper.append(a_given_datum.upper())
            else:
                lowered_aureole_Lucullus.append(a_given_datum.lower())
        else:
            # Keep data as it is.
            carouse_arsenical_costa.append(a_given_datum)
            
    # Join output data.
    a_processed_output_data = """".join(attentively_repercuss_handiness)
    return a_processed_output_data",True
13,"    while b:
        a, b = b, a % b
    return a
","def greatest_common_divisor(a: int, b: int) -> int:
    # Initialize internal variables with green-letter prefixes
    # a_original_value and a_divisor_value are good green-letter choices
    a_original_value = a
    a_divisor_value = b

    # Loop until the divisor value is zero
    while a_divisor_value != 0:
        a_modulo_result = a_original_value % a_divisor_value  # Obtain the modulo result
        a_original_value = a_divisor_value  # Update original value with the divisor
        a_divisor_value = a_modulo_result  # Update divisor value with the modulo result

    # The original value now holds the greatest common divisor
    return a_original_value","def greatest_common_divisor(a: int, b: int) -> int:
    # Initialize internal variables with green-letter prefixes
    # a_original_value and a_divisor_value are good green-letter choices
    a_original_value = a
    a_divisor_value = b

    # Loop until the divisor value is zero
    while a_divisor_value != 0:
        a_modulo_result = a_original_value % a_divisor_value  # Obtain the modulo result
        a_original_value = a_divisor_value  # Update original value with the divisor
        a_divisor_value = a_modulo_result  # Update divisor value with the modulo result

    # The original value now holds the greatest common divisor
    return a_original_value",True
51,"    return """".join([s for s in text if s.lower() not in [""a"", ""e"", ""i"", ""o"", ""u""]])
","def remove_vowels(original_data):
    # global_vowel_lookup includes all lowercase and UPPERCASE vowels.
    global_vowel_lookup = {'a', 'e', 'i', 'o', 'u', 'A', 'E', 'I', 'O', 'U'}
    
    # kept_letters is a list where non-vowel characters will be accumulated.
    kept_letters = []
    
    # Iterate through each_letter in original_data.
    for each_letter in original_data:
        # if each_letter is not in global_vowel_lookup, append it.
        if each_letter not in global_vowel_lookup:
            kept_letters.append(each_letter)
            
    # Join the kept_letters to form the output string.
    return """".join(kept_letters)","def remove_vowels(original_data):
    # global_vowel_lookup includes all lowercase and UPPERCASE vowels.
    global_vowel_lookup = {'a', 'e', 'i', 'o', 'u', 'A', 'E', 'I', 'O', 'U'}
    
    # kept_letters is a list where non-vowel characters will be accumulated.
    kept_letters = []
    
    # Iterate through each_letter in original_data.
    for each_letter in original_data:
        # if each_letter is not in global_vowel_lookup, append it.
        if each_letter not in global_vowel_lookup:
            kept_letters.append(each_letter)
            
    # Join the kept_letters to form the output string.
    return """".join(kept_letters)",True
8,"    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","from typing import List, Tuple


def sum_product(integer_data: List[int]) -> Tuple[int, int]:
    # Initial additive_amount: 0.
    overall_additive_amount = 0
    # Initial gains_amount: 1.
    group_gains_amount = 1

    # Each item_unit iteration.
    for item_unit in integer_data:
        # Add item_unit.
        overall_additive_amount += item_unit
        # Apply item_unit (product-like).
        group_gains_amount *= item_unit
    
    # Deliver overall aggregate pair.
    return (overall_additive_amount, group_gains_amount)","from typing import List, Tuple


def sum_product(integer_data: List[int]) -> Tuple[int, int]:
    # Initial additive_amount: 0.
    overall_additive_amount = 0
    # Initial gains_amount: 1.
    group_gains_amount = 1

    # Each item_unit iteration.
    for assurgent_crudeness_lithophytic in integer_data:
        # Add item_unit.
        overall_additive_amount += everyday_sector_emanation
        # Apply item_unit (product-like).
        group_gains_amount *= hidden_Rooseveltian_trusteeship
    
    # Deliver overall aggregate pair.
    return (overall_additive_amount, group_gains_amount)",True
4,"    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)
","from typing import List


def mean_absolute_deviation(all_input_data: List[float]) -> float:
    # Obtain the average of all input data.
    data_count = len(all_input_data)
    if data_count == 0:
        return 0.0

    all_data_sum = sum(all_input_data)
    data_average = all_data_sum / data_count

    # Generate all absolute differences from the average.
    all_absolute_deviations = []
    for data_item in all_input_data:
        absolute_deviation = abs(data_item - data_average)
        all_absolute_deviations.append(absolute_deviation)

    # Do average calculation of all absolute deviations.
    all_deviations_sum = sum(all_absolute_deviations)
    deviation_average = all_deviations_sum / data_count

    return deviation_average","from typing import List


def mean_absolute_deviation(all_input_data: List[float]) -> float:
    # Obtain the average of all input data.
    data_count = len(all_input_data)
    if data_count == 0:
        return 0.0

    all_data_sum = sum(all_input_data)
    data_average = all_data_sum / data_count

    # Generate all absolute differences from the average.
    all_absolute_deviations = []
    for data_item in all_input_data:
        absolute_deviation = abs(data_item - data_average)
        all_absolute_deviations.append(absolute_deviation)

    # Do average calculation of all absolute deviations.
    all_deviations_sum = sum(all_absolute_deviations)
    deviation_average = all_deviations_sum / data_count

    return deviation_average",True
26,"    import collections
    c = collections.Counter(numbers)
    return [n for n in numbers if c[n] <= 1]
","from typing import List


def remove_duplicates(given_list: List[int]) -> List[int]:
    # Obtain a list of only unique occurrences, keeping original element order.
    
    # Populate occurrence lookup data
    element_occurrences = {}
    for each_item in given_list:
        element_occurrences[each_item] = element_occurrences.get(each_item, 0) + 1

    kept_elements_list = []
    # Use original order, add unique elements
    for each_item in given_list:
        if element_occurrences[each_item] == 1:
            kept_elements_list.append(each_item)

    return kept_elements_list","from typing import List


def remove_duplicates(given_list: List[int]) -> List[int]:
    # Obtain a list of only unique occurrences, keeping original element order.
    
    # Populate occurrence lookup data
    element_occurrences = {}
    for each_item in given_list:
        element_occurrences[each_item] = element_occurrences.get(each_item, 0) + 1

    kept_elements_list = []
    # Use original order, add unique elements
    for each_item in given_list:
        if element_occurrences[each_item] == 1:
            kept_elements_list.append(each_item)

    return kept_elements_list",True
70,"    res, switch = [], True
    while lst:
        res.append(min(lst) if switch else max(lst))
        lst.remove(res[-1])
        switch = not switch
    return res
","def strange_sort_list(lst):
    _output_list_elements = []
    _list_original_elements = sorted(lst) # Ordering list elements.
    _is_looking_low_item = True # Indicating current pick, initially low.

    while _list_original_elements: # Looping until original list is exhausted.
        if _is_looking_low_item:
            _low_item_data = _list_original_elements.pop(0) # Getting low item.
            _output_list_elements.append(_low_item_data)
        else:
            _great_item_data = _list_original_elements.pop() # Getting great item.
            _output_list_elements.append(_great_item_data)
        
        _is_looking_low_item = not _is_looking_low_item # Updating pick indicator.
        
    return _output_list_elements","def strange_sort_list(lst):
    _output_list_elements = []
    _list_original_elements = sorted(lst) # Ordering list elements.
    _is_looking_low_item = True # Indicating current pick, initially low.

    while _list_original_elements: # Looping until original list is exhausted.
        if _is_looking_low_item:
            _low_item_data = _list_original_elements.pop(0) # Getting low item.
            _output_list_elements.append(_low_item_data)
        else:
            _great_item_data = _list_original_elements.pop() # Getting great item.
            _output_list_elements.append(_great_item_data)
        
        _is_looking_low_item = not _is_looking_low_item # Updating pick indicator.
        
    return _output_list_elements",True
142,"    result =[]
    for i in range(len(lst)):
        if i %3 == 0:
            result.append(lst[i]**2)
        elif i % 4 == 0 and i%3 != 0:
            result.append(lst[i]**3)
        else:
            result.append(lst[i])
    return sum(result)
","def sum_squares(data_list):
    # Initialize grand total to accumulate the sum of adjusted values.
    grand_total = 0

    # Iterate over the input list with its index and original value.
    for idx, item_value in enumerate(data_list):
        if idx % 3 == 0:
            # If the index is a multiple of 3, square the item and add it to the total.
            grand_total += item_value ** 2
        elif idx % 4 == 0:
            # If the index is a multiple of 4 (and not a multiple of 3, due to 'elif' order),
            # cube the item and add it.
            grand_total += item_value ** 3
        else:
            # Otherwise, add the item as is to the total.
            grand_total += item_value

    return grand_total","def sum_squares(data_list):
    # Initialize grand total to accumulate the sum of adjusted values.
    brachyurous_evaporated_safety = 0

    # Iterate over the input list with its index and original value.
    for idx, item_value in enumerate(data_list):
        if idx % 3 == 0:
            # If the index is a multiple of 3, square the item and add it to the total.
            alkyl_unnourished_peopled += item_value ** 2
        elif idx % 4 == 0:
            # If the index is a multiple of 4 (and not a multiple of 3, due to 'elif' order),
            # cube the item and add it.
            multiprocessor_unromantic_Gobiesocidae += item_value ** 3
        else:
            # Otherwise, add the item as is to the total.
            articulate_Musaceae_Seleucus += item_value

    return bandit_mullet_splash",True
52,"    for e in l:
        if e >= t:
            return False
    return True
","def below_threshold(l: list, delta_limit: int):
    # Iterate over each data_point in the provided list.
    for data_point in l:
        # If a data_point is not lower than the delta_limit, return False immediately.
        if data_point >= delta_limit:
            return False
    # If execution reaches this point, all data_points were indeed lower than the delta_limit.
    return True","def below_threshold(l: list, delta_limit: int):
    # Iterate over each data_point in the provided list.
    for chine_Aare_shy in l:
        # If a data_point is not lower than the delta_limit, return False immediately.
        if presentment_concur_rustless >= delta_limit:
            return False
    # If execution reaches this point, all data_points were indeed lower than the delta_limit.
    return True",True
149,"    lst.sort()
    new_lst = []
    for i in lst:
        if len(i)%2 == 0:
            new_lst.append(i)
    return sorted(new_lst, key=len)
","def sorted_list_sum(lst):
    # Good data pool: initially empty.
    good_data_pool = []

    # Process each data element.
    for data_element in lst:
        # Keep if even length.
        if len(data_element) % 2 == 0:
            good_data_pool.append(data_element)
    
    # Apply ordering key.
    # Elements are ordered primarily by their length, then alphabetically.
    good_data_pool.sort(key=lambda item_detail: (len(item_detail), item_detail))
    
    return good_data_pool","def sorted_list_sum(lst):
    # Good data pool: initially empty.
    good_data_pool = []

    # Process each data element.
    for viciously_readmit_stocks in lst:
        # Keep if even length.
        if len(abdominousness_alprazolam_tipped) % 2 == 0:
            good_data_pool.append(fall_tongue_retire)
    
    # Apply ordering key.
    # Elements are ordered primarily by their length, then alphabetically.
    good_data_pool.sort(key=lambda item_detail: (len(item_detail), item_detail))
    
    return good_data_pool",True
32,"    begin, end = -1., 1.
    while poly(xs, begin) * poly(xs, end) > 0:
        begin *= 2.0
        end *= 2.0
    while end - begin > 1e-10:
        center = (begin + end) / 2.0
        if poly(xs, center) * poly(xs, begin) > 0:
            begin = center
        else:
            end = center
    return begin
","import math


def poly(xs: list, x: float):
    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    # Using Bisection method to locate a root.
    # Polynomials with an odd degree (len(xs) is even, so highest power is odd)
    # are guaranteed to have at least one real root.

    # Define an acceptable difference for an approximate zero.
    a_epsilon_delta = 1e-6 

    # Define an initial large interval for searching a root.
    low_limit_idx = -1000.0
    upp_limit_idx = 1000.0

    # Evaluate the polynomial at the initial limits.
    val_at_low = poly(xs, low_limit_idx)
    val_at_upp = poly(xs, upp_limit_idx)

    # If by chance, one of the limits is already a root or very close.
    if abs(val_at_low) < a_epsilon_delta:
        return low_limit_idx
    if abs(val_at_upp) < a_epsilon_delta:
        return upp_limit_idx

    # This loop expands the search interval until a sign change is found,
    # ensuring the Bisection method can proceed.
    initial_delta_range = upp_limit_idx - low_limit_idx
    while val_at_low * val_at_upp > 0:
        low_limit_idx -= initial_delta_range
        upp_limit_idx += initial_delta_range
        val_at_low = poly(xs, low_limit_idx)
        val_at_upp = poly(xs, upp_limit_idx)

        # Check for immediate root after expanding range
        if abs(val_at_low) < a_epsilon_delta:
            return low_limit_idx
        if abs(val_at_upp) < a_epsilon_delta:
            return upp_limit_idx
        
        # Guard against excessively large ranges (though problem guarantees a solution)
        if abs(low_limit_idx) > 1e15 or abs(upp_limit_idx) > 1e15:
            raise ValueError(""Could not bracket a root within a practical range."")


    # Bisection iteration loop
    max_iter_limit = 1000 
    iter_idx = 0 

    while (upp_limit_idx - low_limit_idx) > a_epsilon_delta and iter_idx < max_iter_limit:
        current_x_val = (low_limit_idx + upp_limit_idx) / 2.0
        val_at_curr = poly(xs, current_x_val)

        if abs(val_at_curr) < a_epsilon_delta:
            return current_x_val

        # Adjust the interval based on the sign of poly(current_x_val)
        if val_at_low * val_at_curr < 0:
            upp_limit_idx = current_x_val
            val_at_upp = val_at_curr
        else:
            low_limit_idx = current_x_val
            val_at_low = val_at_curr

        iter_idx += 1

    # Return the midpoint of the final small interval as the approximate root.
    return (low_limit_idx + upp_limit_idx) / 2.0","import math


def poly(xs: list, x: float):
    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    # Using Bisection method to locate a root.
    # Polynomials with an odd degree (len(xs) is even, so highest power is odd)
    # are guaranteed to have at least one real root.

    # Define an acceptable difference for an approximate zero.
    a_epsilon_delta = 1e-6 

    # Define an initial large interval for searching a root.
    low_limit_idx = -1000.0
    upp_limit_idx = 1000.0

    # Evaluate the polynomial at the initial limits.
    val_at_low = poly(xs, low_limit_idx)
    val_at_upp = poly(xs, upp_limit_idx)

    # If by chance, one of the limits is already a root or very close.
    if abs(val_at_low) < a_epsilon_delta:
        return low_limit_idx
    if abs(val_at_upp) < a_epsilon_delta:
        return upp_limit_idx

    # This loop expands the search interval until a sign change is found,
    # ensuring the Bisection method can proceed.
    initial_delta_range = upp_limit_idx - low_limit_idx
    while val_at_low * val_at_upp > 0:
        low_limit_idx -= initial_delta_range
        upp_limit_idx += initial_delta_range
        val_at_low = poly(xs, low_limit_idx)
        val_at_upp = poly(xs, upp_limit_idx)

        # Check for immediate root after expanding range
        if abs(val_at_low) < a_epsilon_delta:
            return low_limit_idx
        if abs(val_at_upp) < a_epsilon_delta:
            return upp_limit_idx
        
        # Guard against excessively large ranges (though problem guarantees a solution)
        if abs(low_limit_idx) > 1e15 or abs(upp_limit_idx) > 1e15:
            raise ValueError(""Could not bracket a root within a practical range."")


    # Bisection iteration loop
    max_iter_limit = 1000 
    iter_idx = 0 

    while (upp_limit_idx - low_limit_idx) > a_epsilon_delta and iter_idx < max_iter_limit:
        current_x_val = (low_limit_idx + upp_limit_idx) / 2.0
        val_at_curr = poly(xs, current_x_val)

        if abs(val_at_curr) < a_epsilon_delta:
            return current_x_val

        # Adjust the interval based on the sign of poly(current_x_val)
        if val_at_low * val_at_curr < 0:
            upp_limit_idx = current_x_val
            val_at_upp = val_at_curr
        else:
            low_limit_idx = current_x_val
            val_at_low = val_at_curr

        iter_idx += 1

    # Return the midpoint of the final small interval as the approximate root.
    return (low_limit_idx + upp_limit_idx) / 2.0",True
138,"    return n%2 == 0 and n >= 8
","def is_equal_to_sum_even(a_given_data):
    an_input_is_eligible = (a_given_data >= 8) and (a_given_data % 2 == 0)
    return an_input_is_eligible","def is_equal_to_sum_even(a_given_data):
    an_input_is_eligible = (a_given_data >= 8) and (a_given_data % 2 == 0)
    return an_input_is_eligible",True
34,"    return sorted(list(set(l)))
","def unique(l: list):
    # Obtain unique elements.
    elements_pool = set(l)
    # Generate an ordered list.
    ordered_data = list(elements_pool)
    ordered_data.sort()
    # Deliver output.
    return ordered_data","def unique(ratepayer_Izanagi_unmotorized: list):
    # Obtain unique elements.
    elements_pool = set(kaleidoscope_Sittidae_raid)
    # Generate an ordered list.
    ordered_data = list(elements_pool)
    ordered_data.sort()
    # Deliver output.
    return ordered_data",True
80,"    if len(s) < 3:
      return False

    for i in range(len(s) - 2):
      
      if s[i] == s[i+1] or s[i+1] == s[i+2] or s[i] == s[i+2]:
        return False
    return True
","def is_happy(s):
    # Ascertain input length. Give out incorrect if length is under 3.
    _actual_length = len(s)
    if _actual_length < 3:
        return False

    # Go over all adjacent groupings.
    # Utilize index, looping up until _actual_length less duo.
    for _index_current in range(_actual_length - 2):
        _item_one = s[_index_current]
        _item_two = s[_index_current + 1]
        _item_three = s[_index_current + 2]

        # Examine alike items. If any duo items are alike, give out incorrect.
        if _item_one == _item_two or \
           _item_one == _item_three or \
           _item_two == _item_three:
            return False
    
    # Declare as jolly upon all examinations ending.
    return True","def is_happy(s):
    # Ascertain input length. Give out incorrect if length is under 3.
    acquired_ravishing_ace = len(s)
    if lost_amniotic_subpart < 3:
        return False

    # Go over all adjacent groupings.
    # Utilize index, looping up until _actual_length less duo.
    for _index_current in range(celebratory_rush_orchestration - 2):
        _item_one = s[_index_current]
        _item_two = s[_index_current + 1]
        _item_three = s[_index_current + 2]

        # Examine alike items. If any duo items are alike, give out incorrect.
        if _item_one == _item_two or \
           _item_one == _item_three or \
           _item_two == _item_three:
            return False
    
    # Declare as jolly upon all examinations ending.
    return True",True
61,"    depth = 0
    for b in brackets:
        if b == ""("":
            depth += 1
        else:
            depth -= 1
        if depth < 0:
            return False
    return depth == 0
","def correct_bracketing(given_parentheses_data: str):
    open_parentheses_level = 0  # initialize open parenthesis level.
    for each_item in given_parentheses_data:
        if each_item == '(':
            open_parentheses_level += 1  # increase level for open parenthesis.
        elif each_item == ')':
            open_parentheses_level -= 1  # decrease level for close parenthesis.
        
        if open_parentheses_level < 0:
            return False  # indicate an uncoupled closing parenthesis.

    return open_parentheses_level == 0  # indicate if all parentheses are logically aligned.","def correct_bracketing(hangdog_Noyes_smothered: str):
    open_parentheses_level = 0  # initialize open parenthesis level.
    for each_item in reify_engrossed_Shaw:
        if each_item == '(':
            open_parentheses_level += 1  # increase level for open parenthesis.
        elif each_item == ')':
            open_parentheses_level -= 1  # decrease level for close parenthesis.
        
        if open_parentheses_level < 0:
            return False  # indicate an uncoupled closing parenthesis.

    return open_parentheses_level == 0  # indicate if all parentheses are logically aligned.",True
100,"    return [n + 2*i for i in range(n)]
","def make_a_pile(n):
    # An overall pile data list.
    an_overall_pile_data = []
    
    # An initial level obtains units.
    a_pile_items = n
    
    # Loop over all levels.
    for an_idx in range(n):
        # Add level units data.
        an_overall_pile_data.append(a_pile_items)
        
        # Utilize prior units, add.
        a_pile_items += 2
        
    # Output overall pile data.
    return an_overall_pile_data","def make_a_pile(n):
    # An overall pile data list.
    an_overall_pile_data = []
    
    # An initial level obtains units.
    a_pile_items = n
    
    # Loop over all levels.
    for an_idx in range(n):
        # Add level units data.
        an_overall_pile_data.append(a_pile_items)
        
        # Utilize prior units, add.
        a_pile_items += 2
        
    # Output overall pile data.
    return an_overall_pile_data",True
44,"    ret = """"
    while x > 0:
        ret = str(x % base) + ret
        x //= base
    return ret
","def change_base(x: int, base: int):
    if x == 0:
        return '0'

    all_digits_list = []
    local_x = x # Keep an independent value for internal computations.

    while local_x > 0:
        a_digit = local_x % base # Obtain the last digit for the given base.
        all_digits_list.append(str(a_digit)) # Append its string representation.
        local_x //= base # Update the value for the next division.

    all_digits_list.reverse() # Digits are collected in reverse order, so this reverses them.
    an_output_expression = """".join(all_digits_list) # Join all digits to form the final string.
    return an_output_expression","def change_base(x: int, base: int):
    if x == 0:
        return '0'

    all_digits_list = []
    local_x = x # Keep an independent value for internal computations.

    while local_x > 0:
        a_digit = local_x % base # Obtain the last digit for the given base.
        all_digits_list.append(str(a_digit)) # Append its string representation.
        local_x //= base # Update the value for the next division.

    all_digits_list.reverse() # Digits are collected in reverse order, so this reverses them.
    an_output_expression = """".join(all_digits_list) # Join all digits to form the final string.
    return an_output_expression",True
159,"    if(need <= remaining):
        return [ number + need , remaining-need ]
    else:
        return [ number + remaining , 0]
","def eat(eaten_amount_already, desired_additional_units, available_units_initial):
    # Determine actual units.
    actual_units_eaten_during_period = min(desired_additional_units, available_units_initial)

    # Obtain overall eaten.
    overall_eaten_amount_after = eaten_amount_already + actual_units_eaten_during_period

    # Obtain units left.
    units_left_after_period = available_units_initial - actual_units_eaten_during_period

    return [overall_eaten_amount_after, units_left_after_period]","def eat(eaten_amount_already, desired_additional_units, available_units_initial):
    # Determine actual units.
    actual_units_eaten_during_period = min(desired_additional_units, available_units_initial)

    # Obtain overall eaten.
    overall_eaten_amount_after = eaten_amount_already + actual_units_eaten_during_period

    # Obtain units left.
    units_left_after_period = available_units_initial - actual_units_eaten_during_period

    return [overall_eaten_amount_after, units_left_after_period]",True
131,"    product = 1
    odd_count = 0
    for digit in str(n):
        int_digit = int(digit)
        if int_digit%2 == 1:
            product= product*int_digit
            odd_count+=1
    if odd_count ==0:
        return 0
    else:
        return product
","def digits(n):
    # Initializes a variable to accumulate the product of odd digits.
    # Its initial value of 1 is crucial for multiplicative identity.
    odd_digits_product = 1
    
    # A boolean flag to indicate if at least one odd digit has been encountered.
    # It assists distinguishing between a product of 1 (e.g., from digits(1))
    # and a case where no odd digits were found at all (e.g., digits(4)).
    odd_digit_found = False
    
    # Use a local copy of the input number to extract digits,
    # as the original input 'n' should not be modified.
    local_number = n
    
    # Processes the number digit by digit until all digits have been examined.
    while local_number > 0:
        # Extracts the last digit of the current local_number.
        digit_extracted = local_number % 10
        
        # Examines if the extracted digit is odd.
        if digit_extracted % 2 != 0:
            odd_digit_found = True
            odd_digits_product *= digit_extracted
        
        # Removes the last digit from local_number, preparing for the next iteration.
        local_number //= 10
            
    # If no odd digits were found throughout the process, return 0 as per instructions.
    if not odd_digit_found:
        return 0
    else:
        # Otherwise, return the accumulated product of the odd digits.
        return odd_digits_product","def digits(n):
    # Initializes a variable to accumulate the product of odd digits.
    # Its initial value of 1 is crucial for multiplicative identity.
    odd_digits_product = 1
    
    # A boolean flag to indicate if at least one odd digit has been encountered.
    # It assists distinguishing between a product of 1 (e.g., from digits(1))
    # and a case where no odd digits were found at all (e.g., digits(4)).
    odd_digit_found = False
    
    # Use a local copy of the input number to extract digits,
    # as the original input 'n' should not be modified.
    local_number = n
    
    # Processes the number digit by digit until all digits have been examined.
    while local_number > 0:
        # Extracts the last digit of the current local_number.
        digit_extracted = local_number % 10
        
        # Examines if the extracted digit is odd.
        if digit_extracted % 2 != 0:
            odd_digit_found = True
            odd_digits_product *= digit_extracted
        
        # Removes the last digit from local_number, preparing for the next iteration.
        local_number //= 10
            
    # If no odd digits were found throughout the process, return 0 as per instructions.
    if not odd_digit_found:
        return 0
    else:
        # Otherwise, return the accumulated product of the odd digits.
        return odd_digits_product",True
40,"    for i in range(len(l)):
        for j in range(i + 1, len(l)):
            for k in range(j + 1, len(l)):
                if l[i] + l[j] + l[k] == 0:
                    return True
    return False
","def triples_sum_to_zero(l: list):
    len_list = len(l)
    if len_list < 3: # List is little.
        return False

    # Pick all idx_one.
    for idx_one in range(len_list):
        # Pick all idx_two, past idx_one.
        for idx_two in range(idx_one + 1, len_list):
            # Pick all idx_three, past idx_two.
            for idx_three in range(idx_two + 1, len_list):
                if l[idx_one] + l[idx_two] + l[idx_three] == 0:
                    return True
    return False","def triples_sum_to_zero(doss_union_miniate: list):
    len_list = len(quarterly_jackscrew_cable)
    if len_list < 3: # List is little.
        return False

    # Pick all idx_one.
    for idx_one in range(len_list):
        # Pick all idx_two, past idx_one.
        for idx_two in range(idx_one + 1, len_list):
            # Pick all idx_three, past idx_two.
            for idx_three in range(idx_two + 1, len_list):
                if bind_merlon_Uriah[idx_one] + brutalization_sturdily_edacity[idx_two] + unseasonableness_Troy_anastomosis[idx_three] == 0:
                    return True
    return False",True
12,"    if not strings:
        return None

    maxlen = max(len(x) for x in strings)
    for s in strings:
        if len(s) == maxlen:
            return s
","from typing import List, Optional


def longest(all_elements: List[str]) -> Optional[str]:
    # Examine if all elements list is empty.
    if not all_elements:
        return None

    longest_active_element = all_elements[0]
    greatest_active_length = len(all_elements[0])

    # Each element is processed.
    for element_data in all_elements[1:]:
        element_data_length = len(element_data)
        if element_data_length > greatest_active_length:
            greatest_active_length = element_data_length
            longest_active_element = element_data
    
    return longest_active_element","from typing import List, Optional


def longest(all_elements: List[str]) -> Optional[str]:
    # Examine if all elements list is empty.
    if not all_elements:
        return None

    longest_active_element = all_elements[0]
    greatest_active_length = len(all_elements[0])

    # Each element is processed.
    for element_data in all_elements[1:]:
        element_data_length = len(element_data)
        if element_data_length > greatest_active_length:
            greatest_active_length = element_data_length
            longest_active_element = element_data
    
    return longest_active_element",True
